,feature,importance,
5772,GB DEF = 17 beta-hydroxysteroid dehydrogenase (17BHSDI) gene; exons 1-5,0,
1270,GB DEF = 2-5A-dependent RNase gene,0,
3887,GB DEF = 26S proteasome-associated pad1 homolog (POH1) mRNA,0,
3642,GB DEF = 34 kDa mov34 isologue mRNA,0,
545,GB DEF = 3-7 gene product; partial cds,0,
5503,GB DEF = 43 kDa inositol polyphosphate 5-phosphatase,0,
6105,GB DEF = 4-aminobutyrate aminotransferase [human; neuroblastoma BE cells; mRNA Partial; 1352 nt],0,
6436,GB DEF = 4R-MAP2=microtubule-associated protein 2 4R isoform [human; brain; mRNA Partial; 1012 nt],0,
4858,GB DEF = 5' mRNA of PECAM-1 molecule,0,
4948,GB DEF = 52 kD subunit of transcription factor TFIIH,0,
2333,GB DEF = 5-HT1D-type serotonin receptor gene,0,
2126,GB DEF = 5-lipoxygenase activating protein (FLAP) gene; exon 5,0,
5193,GB DEF = 5'UTR for unknown protein (clone ICRFp507C0696),0,
5194,GB DEF = 5'UTR for unknown protein (clone ICRFp507O0882),0,
6734,GB DEF = 75-kD autoantigen (PM-Sc1) mRNA,0,
391,GB DEF = A1 chain of type XIX collagen; exon +3',0,
4637,GB DEF = AA1 mRNA,0,
4496,GB DEF = ABP-280-like mRNA for filamin (695 bps),0,
2472,GB DEF = Acetylcholinesterase {I4-E5 doman} [human; tumor cell lines; Genomic; 847 nt],0,
4419,GB DEF = ACTH-R gene for adrenocorticotropic hormone receptor,0,
266,GB DEF = Activin beta-A gene; regulatory sequence of 5'upstream region,0,
5971,GB DEF = Activin beta-A subunit (exon 2),0,
6539,GB DEF = Adenosine kinase mRNA,0,
4871,GB DEF = Adipophilin,0,
6581,GB DEF = Adrenal Creb-rp homolog (Creb-rp); and tenascin-X (XB); partial cds; mRNA,0,
2981,GB DEF = Adrenoleukodystrophy related protein (hALDR) gene; partial cds,0,
553,GB DEF = Adult (34 year old) Male liver mRNA for squalene epoxidase; partial cds,0,
4854,GB DEF = AICL (activation-induced C-type lectin),0,
1837,GB DEF = Alpha 2 adrenergic receptor gene,0,
6804,GB DEF = Alpha CREB-1=cyclic AMP response element-binding protein-1 alpha isoform {alternatively spliced; internal fragment} [human; placenta; mRNA Partial; 64 nt],0,
6733,GB DEF = Alpha satellite and satellite 3 junction DNA sequence,0,
749,GB DEF = Alpha(1;2)fucosyltransferase; 5'UTR partial sequence,0,
6321,GB DEF = Alpha-1 collagen type I gene; 3' end,0,
2078,GB DEF = Alpha-1 collagen type II gene; exons 1; 2 and 3,0,
6341,GB DEF = Alpha-1 Ig germline C-region membrane-coding region; 3' end,0,
5769,GB DEF = Alpha-1 strychnine binding subunit of inhibitory glycine receptor mRNA,0,
2754,GB DEF = Alpha1(XI) collagen (COL11A1) gene; 5' region and exon 1,0,
1780,GB DEF = Alpha-1-antitrypsin-related protein gene; exons 3; 4 and 5,0,
6630,GB DEF = Alpha1A-voltage-dependent calcium channel mRNA; splice form BI-1-V2-GGCAG; partial cds,0,
1965,GB DEF = Alpha-2-adrenergic receptor (alpha-2 c2) gene,0,
5980,GB DEF = Alpha2-C4-adrenergic receptor gene,0,
6269,GB DEF = Alpha-I spectrin gene; exon 12,0,
6620,GB DEF = Alternatively spliced B8 (B7) mRNA; partial sequence,0,
3666,GB DEF = Alternatively spliced variant C7f (C3f) mRNA; partial 3'UTR,0,
6862,GB DEF = Amelogenin (AMELX) gene; 3' end of cds,0,
6863,GB DEF = Amelogenin (AMELY) gene; 3' end of cds,0,
3291,GB DEF = Amiloride-sensitive epithelial sodium channel gamma subunit mRNA; 5' end; partial cds,0,
5041,GB DEF = AMP-activated protein kinase alpha-1; partial,0,
5637,GB DEF = An acute myeloid leukaemia protein (3917bp),0,
129,GB DEF = Angelman Syndrome Gene; E6-AP ubiquitin protein ligase 3A (UBE3A) mRNA from promoter P1; 5'UTR,0,
1630,GB DEF = Angiotensin II receptor gene,0,
6930,GB DEF = Anion exchange protein,0,
328,GB DEF = Annexin II; 5'UTR (sequence from the 5'cap to the start codon),0,
6891,GB DEF = Anti-B cell autoantibody IgM heavy chain variable V-D-J region (VH4) gene; clone A23; VH4-55 non-productive rearrangement,0,
6892,GB DEF = Anti-B cell autoantibody IgM heavy chain variable V-D-J region (VH4) gene; clone E11; VH4-63 non-productive rearrangement,0,
3005,GB DEF = Anti-mullerian hormone type II receptor precursor gene,0,
3373,GB DEF = Arfaptin 1; putative target protein of ADP-ribosylation factor; mRNA,0,
5495,GB DEF = ArgBPIB protein,0,
4847,GB DEF = ART4 gene,0,
4962,GB DEF = ASM-like phosphodiesterase 3b,0.005657143,
6451,GB DEF = Aspartyl(asparaginyl)beta-hydroxylase [human; hepatoblastoma cell line HepG2; mRNA Partial; 2324 nt],0,
6536,GB DEF = Ataxia-telangiectasia locus protein (ATM) gene; exons 1a; 1b; 2; 3 and 4; partial cds,0,
6535,GB DEF = Ataxia-telangiectasia locus protein (ATM) gene; exons 1a; 1b; 2; 3 and 4; partial cds,0,
329,GB DEF = ATP synthase B chain; 5'UTR (sequence from the 5'cap to the start codon),0,
2855,GB DEF = ATP-binding cassette protein (ABC2) mRNA HFBCD04 clone; partial cds,0,
6329,GB DEF = Atrial natriuretic peptide clearance receptor (ANP-C receptor),0,
1122,GB DEF = Autonomous replicating sequence H1 (ARSH1),0,
5217,GB DEF = Axonemal dynein heavy chain (partial; ID hdhc1),0,
5219,GB DEF = Axonemal dynein heavy chain (partial; ID hdhc3),0,
5220,GB DEF = Axonemal dynein heavy chain (partial; ID hdhc4),0,
5221,GB DEF = Axonemal dynein heavy chain (partial; ID hdhc7),0,
5222,GB DEF = Axonemal dynein heavy chain (partial; ID hdhc8),0,
5223,GB DEF = Axonemal dynein heavy chain (partial; ID hdhc9),0,
6251,GB DEF = B-50=neural phosphoprotein [human; Genomic; 778 nt; segment 3 of 3],0,
110,GB DEF = BAC clone GS244B22 from 7q21-q22; complete sequence,0,
99,GB DEF = BAC clone RG293F11 from 7q21-7q22; complete sequence,0,
111,GB DEF = BAC clone RG331P03; complete sequence,0,
112,GB DEF = BAC clone RG367O17 from 7p15-p21; complete sequence,0,
501,GB DEF = B-cell PABL (pseudoautosomal boundary-like sequence) mRNA; clone Bc4,0,
3663,GB DEF = B-cell receptor associated protein (hBAP) alternatively spliced mRNA; partial 3'UTR,0,
5045,GB DEF = BCL9 gene,0,
4033,GB DEF = Bcr (breakpoint cluster region) gene in Philadelphia chromosome,0.003958333,
4147,GB DEF = Bcr-abl mRNA 5' fragment (clone 3c),0,
4630,GB DEF = BDP1 mRNA for protein-tyrosine-phosphatase,0,
2761,GB DEF = Beaded intermediate filament protein CP115 mRNA; partial cds,0.001016722,
6736,GB DEF = Beta 1 integrin isoform D (ITGB1) gene; partial cds,0,
6444,GB DEF = Beta adducin,0,
2546,GB DEF = Beta -pol=DNA polymerase beta {exon alpha to exon VII region} [human; Genomic; 124 nt; segment 1 of 2],0,
1459,GB DEF = Beta1-syntrophin (SNT B1) gene,0,
6897,GB DEF = Beta-2 integrin alphaD subunit (ITGAD) gene; exons 25-30; and partial cds,0,
3602,GB DEF = Beta-galactoside alpha2;6-sialyltransferase (SIAT1) mRNA; exon W,0,
1157,GB DEF = Blym-1 transforming gene; complete coding region,0,
6087,GB DEF = B-lymphocyte cell-surface antigen B1 (CD20),0,
5514,GB DEF = BMAL1d; partial cds,0,
2539,GB DEF = BMP-5=bone morphogenic protein-5 {promoter} [human; Genomic; 1116 nt],0,
3096,GB DEF = Bomapin mRNA,0,
7013,GB DEF = Bone marrow serine protease gene (medullasin) (leukocyte neutrophil elastase gene),0,
2898,GB DEF = Bone phosphoprotein spp-24 precursor mRNA,0,
3878,GB DEF = Brain secretory protein hSec10p (HSEC10) mRNA,0,
6151,GB DEF = Brca1-delta11b (Brca1) mRNA,0,
5033,GB DEF = Brx gene 3'UTR,0,
6349,GB DEF = B-subunit of coagulation factor XIII (FXIIIB) (partial),0,
6348,GB DEF = B-subunit of coagulation factor XIII (FXIIIB) (partial),0,
7074,GB DEF = BTF3 protein homologue gene,0,
6870,GB DEF = BTF3 protein homologue gene,0,
2588,GB DEF = BTK region clone fci-12 mRNA,0,
6385,GB DEF = Bullous pemphigoid autoantigen BP180 gene; 3' end,0,
3445,GB DEF = Bumetanide-sensitive Na-K-2Cl cotransporter (NKCC2) mRNA,0,
156,GB DEF = C8FW phosphoprotein,0,
4332,GB DEF = CAAT-box DNA binding protein subunit B (NF-YB),0,
73,GB DEF = Cadherin FIB1; partial cds,0,
74,GB DEF = Cadherin FIB2; partial cds,0,
75,GB DEF = Cadherin FIB3; partial cds,0,
766,GB DEF = Cadherin; partial cds,0,
765,GB DEF = Cadherin; partial cds,0,
764,GB DEF = Cadherin; partial cds,0,
6216,GB DEF = Calbindin 27 gene; exons 1 and 2; and Alu repeat,0,
6215,GB DEF = Calbindin 27 gene; exons 1 and 2; and Alu repeat,0,
7121,GB DEF = Calcium/calmodulin-dependent protein kinase II delta E mRNA; partial cds,0,
6576,GB DEF = Calcium; calmodulin-dependent protein kinase II delta mRNA; partial cds,0,
6033,GB DEF = Calcium; calmodulin-dependent protein kinase II gamma mRNA; partial cds,0,
5144,GB DEF = Calicin (partial),0,
3859,GB DEF = Calpastatin gene; exons 14 and 15; partial cds,0,
1201,GB DEF = Carbonic anhydrase related protein (CARP) mRNA,0,
4891,GB DEF = Carcinoembryonic antigen family member 2; CGM2,0,
6273,GB DEF = Casein kinase II beta subunit mRNA,0,
3702,GB DEF = Cationic amino acid transporter-2B (ATRC2) mRNA; partial cds,0,
6636,GB DEF = CC chemokine receptor-5 (CCR5) gene,0,
3244,GB DEF = CCR8 chemokine receptor (CMKBR8) gene,0,
4155,GB DEF = CD1 R2 gene for MHC-related antigen,0,
5009,GB DEF = CD104 protein,0,
5015,GB DEF = CD108 protein,0,
5010,GB DEF = CD110 protein,0,
6717,GB DEF = CD152 protein,0,
5001,GB DEF = CD171 protein,0,
5012,GB DEF = CD176 protein,0,
6718,GB DEF = CD190 protein,0,
5016,GB DEF = CD202 protein,0,
4998,GB DEF = CD207 protein,0,
5003,GB DEF = CD22 protein,0,
5013,GB DEF = CD282 protein,0,
5002,GB DEF = CD30L protein,0,
5121,GB DEF = CD36 gene exon 15,0,
5014,GB DEF = CD58 T7 protein,0,
5011,GB DEF = CD67S protein,0,
4999,GB DEF = CD77 protein,0,
5000,GB DEF = CD88 protein,0,
4752,GB DEF = CD89 gene; exon S1,0,
644,GB DEF = Cdc5; partial cds,0,
6240,GB DEF = Cell surface glycoprotein P3.58 mRNA; partial cds,0,
2610,GB DEF = Centrin mRNA,0,
4066,GB DEF = C-erb-A mRNA for thyroid hormone receptor,0,
5528,GB DEF = Cerebrin-50=cerebrospinal fluid protein [human; cerebral brain; mRNA; 2295 nt],0,
3883,GB DEF = Chemokine (TECK) mRNA,0,
244,GB DEF = Chimeric mRNA derived from AML1 gene and MTG8(ETO) gene; partial sequence,0,
243,GB DEF = Chimeric mRNA derived from AML1 gene and MTG8(ETO) gene; partial sequence,0,
6938,GB DEF = Chloride channel (putative) 2139bp,0,
6939,GB DEF = Chloride channel (putative) 2163bp,0,
3953,GB DEF = Chromosome 12p15 BAC clone CIT987SK-99D8 complete sequence,0,
2951,GB DEF = Chromosome 17q21 mRNA clone 1046:1-1,0,
6463,GB DEF = Chromosome 1q subtelomeric sequence D1S553,0,
6462,GB DEF = Chromosome 1q subtelomeric sequence D1S553,0,
1553,GB DEF = Class IV alcohol dehydrogenase 7 (ADH7) gene; 5' flanking region,0,
4664,GB DEF = Clathrin light chain a gene,0,
5096,GB DEF = ClC-1 muscle chloride channel protein,0,
5515,GB DEF = Clock; partial cds,0,
6132,GB DEF = Clone 110298 map Xq28; mRNA sequence,0,
6133,GB DEF = Clone 110298 map Xq28; mRNA sequence,0,
3839,GB DEF = Clone 14.9B mRNA sequence,0,
3963,GB DEF = Clone 143789 defective mariner transposon Hsmar2 mRNA sequence,0,
3502,GB DEF = Clone 18 (HL-18); dynein heavy chain (Dnahc14) mRNA; partial cds,0,
2905,GB DEF = Clone 350/2 melanoma ubiquitous mutated protein (MUM-1) gene; partial cds,0,
2567,GB DEF = Clone A9A2BRB2 (CAC)n/(GTG)n repeat-containing mRNA,0,
2572,GB DEF = Clone CE29 7.2 (CAC)n/(GTG)n repeat-containing mRNA,0,
6064,GB DEF = Clone hRCNC2b retinal rod cyclic nucleotide-gated cation channel gene,0,
3074,GB DEF = Clone L1-204 mRNA sequence,0,
5607,GB DEF = Clone p4betaGT/3 beta-1;4-galactosyltransferase mRNA; partial cds,0,
6613,GB DEF = Clone SCC-S1c; mRNA sequence,0,
3612,GB DEF = Clone SCC-S4; mRNA sequence,0,
3565,GB DEF = Clone W2-6 mRNA from chromosome X,0,
6637,GB DEF = CMKBR5 gene; non-functional mutant,0,
2494,GB DEF = CNG2=cyclic nucleotide-gated cation channel [human; peripheral leucocytes; Genomic; 784 nt],0,
6689,GB DEF = Complement factor H-related protein 4,0,
6281,GB DEF = Complement receptor 1 (CR1) gene; exon 4,0,
2615,GB DEF = Connexin40 gene,0,
6602,GB DEF = Connexin43 gap junction protein (connexin43) gene; exon 1 and promoter region,0,
5509,GB DEF = Core 2 beta-1;6-N-acetylglucosaminyltransferase (core 2 GnT) gene; exon 1,0,
6086,GB DEF = Corticotropin releasing factor receptor mRNA,0,
2810,GB DEF = Cosmid CRI-JC2015 at D10S289 in 10sp13,0,
3526,GB DEF = Cosmid LL12NC01-242E1; ETV6 gene; exons 1B and 3 and partial cds,0,
6545,GB DEF = Creatine transporter (SLC6A10) gene; partial cds,0,
6419,GB DEF = CREM=cyclic AMP-responsive element modulator beta isoform [human; mRNA; 1030 nt],0,
3378,GB DEF = Cri-du-chat region mRNA; clone CSC8,0,
6165,GB DEF = C-sis proto-oncogene,0,
5699,GB DEF = C-type natriuretic peptide gene,0,
4840,GB DEF = Cyclin E gene,0,
2471,GB DEF = Cyclophilin C [human; kidney; mRNA; 883 nt],0,
5018,GB DEF = CYRN2 gene,0,
6223,GB DEF = Cystic fibrosis antigen mRNA,0,
3131,GB DEF = Cytochrome b pseudogene; partial cds,0,
7024,GB DEF = Cytochrome P450 (CYP2A13) gene,0,
7023,GB DEF = Cytochrome P450 (CYP2A13) gene,0,
6808,GB DEF = Cytochrome P-450c11; exon 3-9,0,
5218,GB DEF = Cytoplasmic dynein heavy chain (partial; ID hdhc11),0,
6512,GB DEF = D3 dopamine receptor mRNA,0,
4570,GB DEF = DAP-kinase mRNA,0,
6395,GB DEF = DAT1 gene; partial; VNTR,0,
2531,GB DEF = DCC=deleted in colorectal cancer {alternatively spliced; exon 1A} [human; brain tumor; tumor no. 245; mRNA Partial; 216 nt],0,
2909,GB DEF = DD96 mRNA,0,
3858,GB DEF = Death domain receptor 3 (DDR3) mRNA; alternatively spliced form 2; partial cds,0.007617555,
131,GB DEF = Delayed rectifier potassium channel (KVLQT1-Iso5) mRNA; 5' UTR and partial cds,0,
4834,GB DEF = Delta-sarcoglycan,0,
3465,GB DEF = Desert hedgehog (hDHH) mRNA; partial cds,0,
6936,GB DEF = DFFRY protein; abundant transcript,0,
1656,GB DEF = DGS-A mRNA; 3' end,0,
1652,GB DEF = DGS-B partial mRNA,0,
1654,GB DEF = DGS-F partial mRNA,0,
3012,GB DEF = Diadenosine tetraphosphatase mRNA,0,
6452,GB DEF = Differentiation-stimulating factor/leukemia inhibitory factor receptor {5' region; exon 1} [human; placenta; Genomic; 1350 nt],0,
5017,GB DEF = DinG gene,0,
2534,GB DEF = Dioxin-responsive gene {putative polyadenylation signal region} [human; hepatoma G2 cell line; mRNA Partial; 302 nt],0,
3250,GB DEF = Dishevelled homolog (DVL) mRNA,0,
6037,GB DEF = DLX-2 (Dlx2) mRNA,0,
1811,GB DEF = DNA 3' to a rearranged and truncated Ig gamma heavy chain disease (RIV) protein gene,0,
1273,GB DEF = DNA binding protein for surfactant protein B mRNA,0,
6161,GB DEF = DNA for cellular retinol binding protein (CRBP) exons 3 and 4,0,
4761,GB DEF = DNA for endogenous retroviral like element,0,
5588,GB DEF = DNA for exon encoding for N-acetylglucosaminyltransferase V (340 bp),0,
76,GB DEF = DNA for H4 histone,0,
6940,GB DEF = DNA for histone H3a,0,
6783,GB DEF = DNA mismatch repair protein (hMLH1) mRNA; alternatively spliced; partial cds,0,
6943,GB DEF = DNA sequence from cosmid L129H7; Huntington's Disease Region; chromosome 4p16.3 contains Pseudogene and CpG island,0,
5231,GB DEF = DNA sequence from cosmid U237H1 contains Ras like GTPase and ESTs,0,
5202,GB DEF = DNA sequence from cosmid U240C2; between markers DXS366 and DXS87 on chromosome X. Contains Histone H2B; ESTs; enhancer-like sequence,0,
4730,GB DEF = DNA sequence from intron 22 of the factor VIII gene; Xq28. Contains the end of a 9.5kb repeated region; int22h-1; involved in many cases of haemophilia,0,
7017,GB DEF = DNA sequence from PAC 151B14 on chromosome 22q12-qter contains somatostatin receptor subtype 3 (SSTR3); tRNA; ESTs; CpG island and STS,0,
5230,GB DEF = DNA sequence from PAC 398C22 on chromosome 22q11.2-qter. Contains Brain Protein E46 like sequences; ESTs,0,
5232,GB DEF = DNA sequence from PAC 452H17 on chromosome X contains sodium-and chloride-dependent glycine transporter 1 (GLYT-1) like; ESTs,0,
5216,GB DEF = DNA sequence from PAC 453A3 contains EST and STS,0,
5225,GB DEF = DNA sequence from PAC 46H23; BRCA2 gene region chromosome 13q12-13 contains Klotho; ESTs,0,
1796,GB DEF = DNA with a hepatitis B virus surface antigen (HBsAg) gene (complete cds) insertion,0,
1737,GB DEF = DNA/endogenous human papillomavirus type 16 (HPV) DNA; right flank and viral host junction,0,
2297,GB DEF = Dopamine D1A receptor gene; complete exon 1; and exon 2; 5' end,0,
6275,GB DEF = Dopamine D2 receptor; mRNA,0,
5916,GB DEF = Dopamine D4 receptor {exon 1} [human; brain tumor tissue; mRNA Partial Mutant; 386 nt],0,
3870,GB DEF = Down syndrome candiate region 1 (DSCR1) gene; alternative exon 1,0,
3871,GB DEF = Down syndrome candidate region 1 (DSCR1) gene; alternative exon 1,0,
3023,GB DEF = DP prostanoid receptor (PTGDR) mRNA; partial cds,0,
3688,GB DEF = Dynactin mRNA; partial cds,0,
3863,GB DEF = Dystrobrevin isoform DTN-3 (DTN) gene; exon 11B and complete cds,0,
1503,GB DEF = Dystrophin (dp140) mRNA; 5' end,0,
2532,GB DEF = Dystrophin; dystrophin {Purkinje promoter; alternatively spliced} [human; cortical brain and adult heart; mRNA Partial; 377 nt],0,
6537,GB DEF = E14 and A-T proteins,0,
5966,GB DEF = EBV/C3d receptor {alternatively spliced; exons 8a;9;10} [human; Jurkat T cells; mRNA Partial; 151 nt],0,
2913,GB DEF = ECA39 mRNA,0,
6114,GB DEF = EHK-1 receptor tyrosine kinase,0,
2778,GB DEF = ELAV-like neuronal protein 1 isoform Hel-N2 (Hel-N1) mRNA; partial cds,0,
7026,GB DEF = Endogenous retroviral H protease/integrase-derived ORF1 mRNA; and putative envelope protein mRNA; partial cds,0,
7025,GB DEF = Endogenous retroviral H protease/integrase-derived ORF1 mRNA; and putative envelope protein mRNA; partial cds,0,
7105,GB DEF = Endogenous retrovirus clone P1.8 polymerase mRNA; partial cds,0,
1672,GB DEF = Endogenous retrovirus envelope region mRNA (PL1),0,
2678,GB DEF = Endogenous retrovirus in complement C4A gene; A3 allele; HERV-K(C4) (gag); (pol); reverse transcriptase; integrase and (env) genes,0,
4518,GB DEF = Endogenous retrovirus mRNA for ORF,0,
5872,GB DEF = Endogenous retrovirus type C oncovirus sequence,0,
3826,GB DEF = Endothelial PAS domain protein 1 (EPAS1) mRNA,0,
4232,GB DEF = ERCC2 gene; exons 1 & 2 (partial),0,
4619,GB DEF = ERF-1 mRNA 5' end,0,
5334,GB DEF = Erg protein (ets-related gene) mRNA,0,
2504,GB DEF = ERV9 reverse transcriptase homolog {clone RT11} [human; multiple sclerosis; brain plaques; mRNA Partial; 84 nt],0,
2505,GB DEF = ERV9 reverse transcriptase homolog {clone RT18} [human; multiple sclerosis; brain plaques; mRNA Partial; 84 nt],0,
1102,GB DEF = Erythroblastosis virus oncogene homolog 1 (ets-1) mRNA,0,
2542,GB DEF = Escherichia coli unknown mRNA,0.00596817,
330,GB DEF = Esterase D; 5'UTR (sequence from the 5'cap to the start codon),0,
4743,GB DEF = Estrogen receptor cDNA; 5' splice variant,0,
510,GB DEF = ETS-like 30 kDa protein,0.005376224,
511,GB DEF = ETS-like 30 kDa protein,0,
2858,GB DEF = Excitatory amino acid transporter 4 mRNA,0,
1592,GB DEF = Expressed pseudo TCTA mRNA at t(1;3) translocation site,0,
3700,GB DEF = EXTL2 (EXTL2) mRNA; partial cds,0,
5031,GB DEF = Extracellular matrix protein collagen type XIV; N-terminus,0,
5005,GB DEF = EYA1A gene,0,
6633,GB DEF = EYA3 gene,0,
4015,GB DEF = F variable segment 5' to antithrombin III gene (AT III),0,
6810,GB DEF = Facioscapulohumeral muscular dystrophy (FSHD) gene region; D4Z4 tandem repeat unit,0,
6684,GB DEF = Fas (Apo-1; CD95),0,
5626,GB DEF = Fas ligand (FasL) mRNA,0,
6683,GB DEF = Fas/Apo-1 (clone pCRTM11-Fasdelta(3;4)),0,
6682,GB DEF = Fas/Apo-1 (clone pCRTM11-Fasdelta(4;7)),0,
6681,GB DEF = Fas/Apo-1 (clone pCRTM11-Fasdelta(4;7)),0,
5618,GB DEF = Fas; Apo-1 gene (promoter and exon I),0,
6286,GB DEF = Fc-gamma-RIIA gene for IgG Fc receptor class IIA (5'flank),0,
4979,GB DEF = FEV protein,0.001043956,
6608,GB DEF = Fibroblast growth factor 12 (partial),0,
3570,GB DEF = Fibroblast growth factor homologous factor 2 (FHF-2) mRNA,0,
4556,GB DEF = Fibromodulin,0,
5581,GB DEF = Fifth somatostatin receptor subtype,0,
4984,GB DEF = Flavin-containing monooxygenase 2,0,
6460,GB DEF = FLT3/FLK2 ligand mRNA,0,
3743,GB DEF = Folate receptor alpha (hFR) mRNA; partial cds,0,
4667,GB DEF = For vasopressin activated calcium mobilizing receptor-like protein,0,
3107,GB DEF = Fork head domain protein (FKHR) mRNA; 3' end,0,
1746,GB DEF = Fragile X locus M2C containing an unidentified open reading frame; 3' end,0,
5020,GB DEF = Fructose-1;6-bisphosphatase,0,
5897,GB DEF = Fusion protein mRNA,0,
3283,GB DEF = G protein coupled receptor OGR1 gene,0,
5047,GB DEF = G protein gene encoding beta 3 subunit exon 1 and promoter,0,
